"title","text","modified","created","color","tags","type"
"Tavalath Lightoath","> **Player:** Isabella
> **Race:** Primordial (Fire)
> **Class:** Barbarian 
> **Pronouns:** he/him
> **Passive perception:** 13
> **Max HP:** 32
> **[Character sheet](images/TAG/Tavalath.pdf)**

---

## **Hooks**
- Looking for Candles of the Deep
- Really hates [[Format Uidi]]
- Connection to a god in the [[⭕ outer ring]]
- On a quest for pacifism

---

## **Backstory**

Male, appears to be 18 years old but actually 86 (spent 68 years travelling the astra sea -- I took the [Astral Drifter](http://dnd5e.wikidot.com/background:astral-drifter) background) 

I am on this journey (with the party) because I am looking for Candles of the Deep (wondrous item; candles that cannot be extinguished when immersed in water). I learnt about them when on my travels through the astral sea and have returned to land to convert all of the candles encrusted into my form into this type of candle. 

I have a debilitating fear of water, because extinguishing the candles on my body causes me damage. 
I have this fear of water because of the wars raged against my people by the Format Uidi. 

I left my home Format on a nomadic journey through the Astral Sea to find peace and greater communion with my god, to discover inner peace, but still have an intense capacity for destruction, strength, and violence. Despite this, I try to find peace within my heart. 

During combat, I enter into communion with my god, entering a trance state (“rage”) in which I act from an out-of-body place. (just like the avatar state); I have next to no awareness of what is happening when I enter this trance. I always come down hard from these trance states, feeling both the whiplash of such an intense communion with the one I worship, while also feeling guilty for all of the destruction that I caused while I was not aware of my own surroundings. While on the material quest of transformation which can protect me from water, I am also on a quest for greater peace and pacifism. This is the reason why i left my home in the first place to wander the Astral plane. I am never more at peace than when I am having a perfect mug of tea, warming my hands.","20230606212207351","20230508140802322","","[[Hinengaro Heist PCs]] [[🔒 private]] [[The Hinengaro Heist]] Primordials","text/x-markdown"
"The 214th Isotoxal Compact","The main religious church that has chapters throughout the [[🌍 planes]] and [[⚫ The Sparce]]. A vast conglomeration of most [[💀 Reht]], [[⏳ Krom]], [[🐐 Aaliat]], [[☁️ Fomrh]], and [[❤️ Yeima]] gods. Most of its churches, preachers, and scripture are diverse, knowledgeable, and attempt to bridge the gaps between all of the thousands of godly myths and aspects. It was founded [[pc2,372|Passage Consideration]].

Every few years, a census is taken, and any new gods/religions that that have cropped up in the elapsed time are incorporated, and a new Compact is signed. As the current name suggests, this has happened 214 times so far.

As a [[pantry|🌐 The Pantry]]-wide organization, they take no particular side between [[The Planar Convoke]] and [[The Sparcian Commonwealth]], but often make deals with and operate inside of both.

---

### <<list-links '[tag[The 214th Isotoxal Compact]]'>>","20230502223744336","20220208175056472","#ff6464","[[🤝 organizations]] [[⛪ religions]] [[Taqadum Period]] [[Hīkoi Period]] [[❗ featured articles]]","text/x-markdown"
"The Art of Stolen Eagur","A relatively recent practice originating on [[💀 Reht]] that, through magical and technological means, bestows tools and equipment with sentient properties. The Art is used almost entirely to circumvent many sentient labour laws that were set in place in [[pc2,372|Passage Consideration]], after the mass liberation of the [[Constructs]]. It is for this reason that it is presently highly illegal (though some motions in high Reht court for its safe legalization are in the process of being drafted).","20230502221719381","20230427151827867","","[[🔧 technology]] [[Voquev Eagur]] [[Hīkoi Period]] [[💀 Reht]]","text/x-markdown"
"The Assembler","## **Physical description**
- **Stat block:** Druid (pg. 346)
- He/Him
- Fire [[Primordial|Primordials]]
- Pale flesh bound in wood, with candles all over his head and shoulders
- Verging on old age
- Large '15' tattooed on his forehead

## **Voice description**
- Old man voice
- Fast talker

## **Character description**
- Responsible for manifesting the individuals in [[The Helm Interspace]]
- Distracted and hard of hearing
- Always fiddling with something in a kangaroo pouch of his robes","20230428142516200","20220326225422756","","[[Crystal Ship NPCs]] Primordials [[The Helm Interspace]] [[🔒 private]]","text/x-markdown"
"The Astral Walker","An incomprehensible figure, known only in the distant recollections of some [[Claster]]. The accidental progenitor of all life in [[🌐 The Pantry]] through its disturbance of primordial [[flow|🌌 The Flow]] shores. Its presence has never been felt since, and no mortal or lower-order [[god|😇 gods]] will ever be aware of it.","20230502225847489","20220512012319224","#969696","[[😇 gods]] [[⚫ The Sparce]] [[⭕ outer ring]] [[🔒 private]] [[The Awakening of the Gods]]","text/x-markdown"
"The Awakening of the Gods","***[[Start date: pc-∞ (length: ∞ years)|Passage Consideration]]***

The infinite stretches of time when the [[😇 gods]] were still emerging from primordial sand. A thought-less, word-less time unbounded by dates or by location. Slowly, such mortal concepts began to solidify into the [[Pre-Oleald Eons]].","20230504175447997","20220603154709583","#00ff9b","[[🔒 private]] [[🕰️ time periods]]","text/x-markdown"
"The Balx Formats","The four militaristic societies that comprise the respective disc demi-planes of [[⚖️ Balx]]. Each Format is historical, having been each founded by one of the plane's 4 [[Voquev]] gods. In modern times, their origins are surrounded by quasi-believable myths, that both foster culture and inspire brutal inter-[[Primordial|Primordials]] war.","20230606013325340","20220915003005991","#ff6464","[[⚖️ Balx]] [[Aetivima Period]] [[Taqadum Period]] [[Hīkoi Period]] [[👥 cultures]]","text/x-markdown"
"The Browbeat","A sentient star, situated off the coast of [[🌱 Druxe]]. Through her white-hot furnace, she manufactures much of the metal and stone materials used for large-scale architecture, [[starship|🚀 starships]]-building, and industrial weapons.

For the last 53 years however, her star has been spinning at an alarmingly fast rate, spewing off energy into [[⚫ The Sparce]]. This has resulted in a diminished output and an unagreeable temper.","20230606012905516","20230513022325574","","[[Hinengaro Heist NPCs]] [[The Browbeat Crucible]] Uminæ","text/x-markdown"
"The Browbeat Crucible","A large construction and fabrication facility located on [[The Browbeat]] star. Responsible for much of the industrial materials used throughout [[Bhava]].

The Browbeat Crucible is also known by some to be one of the only places in [[🌐 The Pantry]] where [[False Keys]] can be fabricated.","20230516183643392","20230508145205543","","Bhava [[📍 locations]] [[⭕ outer ring]]","text/x-markdown"
"The Central Archive","A grand central housing place for the most precious or numerous of [[The Hinengaro Registry]]'s collection. Its corridors, shelves, cells, and racks contain an infinitely large amount of contents, as thus the structure bends spacetime to allow them to fit through physic-sorcerers devout to [[Yyenwid Modsiw]].

## **[[🔧 technology]]**
- Six original [[Bayartype]]s from [[~pc2,000|Passage Consideration]]
- A duplicate [[ship helm|🧢 ship helms]] consciousness from each of the maiden voyages of each [[starship class|🎛️ ship classes]]
- A collection of decorative [[Flowstones]] one belonging to [[Theliel, Once That Was]]
- One of the infinite number of blades used to kill [[Devil-Eater]] in [[~pc2,250|Passage Consideration]]

## **Documents**
- A document certifying the [[Formation of The VDC]] from [[~pc2,450|Passage Consideration]] (though this particular document is highly contested by the [[VDC]])
- A ledger containing every Hinengaro Registry acquisition since its inception. It is said that this particular document fits within a single carrying-case and yet has the mass of half of the entire collection
- Various letters:
   - A copy of [[Expedited Warning Of Advanced Necrosis]]
   - [[Deiniol Kadarash]]'s last will and testament (unopened)
   - [[Toil]]
   - [[Winding Road Eradication Report; Addendum XI]]

## **Biological specimens/remains**
- [[Voquev Yinsenvanyr]]'s large right toe (still alive)
- An ecosystem of ancient [[🐟 Sparce wildlife]], preserved and bred selectively since [[Taqadum Period]]
- Collected skin cells from extinct [[🐟 Sparce wildlife]]
- A boxy, room-sized, original-era [[Construct|Constructs]], long dead
- A [[proto-Demon|🧬 proto-races]] skeleton
- The glass bones of a [[⛰️ Yadri]] Mat-Allister from [[~pc950|Passage Consideration]]
- A perfectly oval-shaped 6-ft stone with a hole running through it, the weathered ocular bone of the paradoxically-dead [[Voquev]] god [[Voquev Prehen]]. It causes unease and mild fear in those that look at it too long
- An uncountable multitude of [[Vrehma glass]], contained in a magnetic field as so to keep them from coalessing and pulling more glass in
- A singular trapped mimic, in the form of a [[Swordfish]]-class [[starship|🚀 starships]]

## **Experimental spells**
- Hiccupping teleportation
- Lithomancy
- 5-15 second random sentient teleportation
- 5ft time-reversal

## **Frozen moments of time**
- Figures being petrified during the [[Chemical warfare on Yadri]]
- Troops storming through a glowing doorway, some very young and some very old ([[Expedited Warning Of Advanced Necrosis]])
- [[Yyenwid Anctu]] bestowing a scar-sigil upon business executives during the [[Formation of The VDC]]
- Themselves, only 10 minutes ago

## **Other**
- Remnants of a [[Kromacvin]] [[Aetivima|Aetivima Period]]-era colonization church, which was landed on [[⛰️ Yadri]] during the [[chemical warfare|Chemical warfare on Yadri]] that occurred there in [[pc893|Passage Consideration]]
- The entire [[The Hinengaro Registry]]'s arcane [[chit|💰 chits]] treasury, for religious payment purposes","20230621215451884","20230508145251308","","[[🔒 private]] [[📍 locations]] [[The Hinengaro Registry]] [[🔴 inner ring]]","text/x-markdown"
"The Compiler","## **Physical description**
- **Stat block:** Priest (pg. 348)
- She/Her
- [[Kromacvin]]
- Quills and fine hair on her head, shoulders, and forearms
- Slightly older than young adult (~ mid 30s for human)
- Stocky and a bit loud at times
- Large '20' tattooed on her forehead

## **Voice description**
- [[Kromacvin]] (French) accent
- Thick, but kind voice

## **Character description**
- Responsible for visualizing [[The Helm Interspace]]
- Main liaison between inhabitants and the [[Aspect of Om'nd]]","20230428142516202","20220326225356542","","[[Crystal Ship NPCs]] Kromacvin [[The Helm Interspace]] [[🔒 private]]","text/x-markdown"
"The Crystal Ship","> **Model:** [[Octopus]]
> **HP:** 200
> **AC:** 18
> **Speed:** 43 fph *or* 258 ft/round (w/ [[Pen|Penellaphe (Pen) Astaseul]] at helm)
> **Passive Perception:** 14 (50 fathoms)
> **Helm:** [[Median helm]]

---

## **Physical description**

A strange, oblong [[starship|🚀 starships]] made as an experiment by [[The Sparcian Commonwealth]], but seldom used until picked up by [[the party|Crystal Ship PCs]]. Almost teardrop-shaped in appearance, with a pointed front end and a bulbous back end. In combat, its front end splits open, revealing 8 articulated hydraulic arms which are used to grapple other ships, or manipulate large objects in zero-gravity.

The engine, though not requiring room for a boiler or combustion area, is still large. While the [[helm|🧢 ship helms]] channels the raw mental energy of the [[Helmsperson]], the engine turns it into thermal energy. Mounted along the wall and ceiling, the engine is a mess of tubes and small combustion chambers. It recycles magically-infused liquid through its cycle, and uses this to evoke fire out of the exhaust.

## **Rooms**

- ### [[Bridge]]
- ### Grappling console
- ### [[Engine room]] / [[Hold]]
- ### [[Medbay]]
- ### [[Kitchen]] / Common room
- ### Personal rooms

## **Weapons**
- ### Standard [[Ion laser]]
- ### Hydraulic arms

## **Layout**

[img[images/octopus.png]]

---

*Though strange in its construction, the ship has a delightfully homey feel. Warm and muted colours decorate the interior, and the smell of old incense seems to worm itself everywhere. Though closely packed, the rooms are well furnished, and all seem to lead in towards the central common room. Its exterior paint coat is a standard industrial grey and orange, streaked here and there with Remora residue. It appears to only have been flown a few times.*

---

### <<list-links '[tag[The Crystal Ship]]'>>","20230502223744338","20220126024523191","#ff6464","[[🚀 starships]] Octopus [[🤝 organizations]] [[Hīkoi Period]]","text/x-markdown"
"The Far Wastes","The vast, barren, and lifeless stretch of flat salt basins and stretches. Once home to many diverse life forms and vegetation, all life (save for the [[Kromacvin]]) has died out on [[⏳ Krom]], leaving these impossibly long stretches of land between the [[plane|🌍 planes]]'s cities. Though the occasional nomadic individuals are known to live in this desert, no long-term societies have ever taken root.

The primary mode of transportation between the citiesis by low-orbit [[🚀 starships]] such as [[Puffer]]s or [[Seahorse]]s, or by time-accelerated bullet train.","20220720204757609","20220720204059515","","[[⏳ Krom]] [[📍 locations]]","text/x-markdown"
"The Foretellers Enclave","The longest-lasting public institution on [[⏳ Krom]], devoted to the worship of [[Voquev Opeqte]], and the foretelling of disasters for the benefit of life.

The Enclave has strict cultural dominance on the plane, engineering social interaction, development, and reproduction in the attempt to deep as many possible evolutionary patterns available to the [[Kromacvin]]. This includes genetic modification and the exposure of small parts of the populace to harsh conditions.

One of the original signers of the first [[Isotoxal Compact|The 214th Isotoxal Compact]], though had already been in operation for [[~2,000 years|Passage Consideration]].","20230428141502170","20220512020448514","#ff6464","[[⏳ Krom]] [[The 214th Isotoxal Compact]] Zopilote [[🔒 private]] [[⛪ religions]] [[Taqadum Period]] [[Hīkoi Period]] [[👥 cultures]]","text/x-markdown"
"The Fulcrum","The centremost part of [[The Mortar]]. A large floating obsidian asteroid, on the top of which most of the 8 [[🚪 pestles]] are located. They are guarded by their respective planes' delegates, or are barricaded. Travel from The Fulcrum to the other parts of The Mortar is made easy by its many connecting bridges and shipping lanes, as it is the central axis of the entire [[🌐 The Pantry]]. All major trade, travel, conflict passes through it.","20220812191239387","20220106025106111","","[[The Mortar]] [[📍 locations]] [[🔴 inner ring]]","text/x-markdown"
"The Helm Interspace","Virtual and interconnected helm space facilitated by the god [[Yyenwid Om'nd]]'s Curious [[Aspect|🎭 aspects]]. In operation for over 500 years, but slowly slipping closer and closer into a nearby dwarf star's orbit.","20230502230015213","20220410133026570","#ff9bff","[[📍 locations]] [[⚫ The Sparce]] Zopilote [[🔒 private]]","text/x-markdown"
"The Hinengaro Heist","Dearest accomplices,

I hope this private letter finds you well. It has not been long since your employment to me began, but you have already proved yourselves quite handy in a pinch. Your efforts to reappropriate wealth under my direction have not gone unnoticed. I present you now with a chance to solidify our business partnership.

As you may have recently heard, there have been whispers and pan-Pantry news circulations that seem to suggest that Prognost Caradil Yun, a high ranking official of The Hinengaro Registry previously though to be dead, has returned to the public eye. However, my inside sources tell me that the other Keepers of Countenance (the religious officials that run The Hinengaro Registry) are not happy with this turn of events.

I have been informed that Prognost Yun has been imprisoned in depths of the Registry's largest off-plane archive for attempting to bring The Registry's patron god, Yyenwid Modsiw, into physical form through the use of a long-lost illustration technique. For the sake of freedom of information and the new business opportunities this illustration may bring, it has to be liberated.

I'm tasking you with the following:
1. Travel to The Browbeat Crucible, a living star on the far side of the Bhava province, to forge a False Key. With it, you will be able to gain access to the archive.
2. Meet with the workers of an Earth Primordial mining town on Balx, who constructed the archive, and know its passages inside and out. Find out where they might be keeping Prognost Caradil Yun.
3. Convene at the central Hinengaro Registry archive, which floats in orbit in the Inner Ring. Break in, make it through, and get out with the illustration.

The first two goals should be doable in smaller groups, but you will need your full combined strength to make your infiltration on the archive itself. Upon completion of the task, you will each be rewarded to the tune of 6,000 chits. Furthermore, please find enclosed 125 chits for any business expenses that may crop up. I wish you good luck and good health. Regards,

C. A.

*The letter has been stamped with the magically-imbued sigils of Yyenwid Anctu, Yyenwid Hueyo, Yyenwid Ankno, and Yyenwid Ciph. It smells faintly like incense and brimstone.*

*A secondary slip of paper is attached to the main letter. It reads: An Auditor will be accompanying you on your task to ensure that no lapse of professionalism occurs.*","20230605014918013","20230508142524798","","[[🔒 private]] [[Hīkoi Period]] [[The Hinengaro Registry]] [[⚖️ Balx]] [[⚫ The Sparce]] [[The Browbeat Crucible]] [[📄 documents]] [[The Central Archive]] Iera","text/x-markdown"
"The Hinengaro Registry","An unfathomably large archiving religion devoted to ritual practice through the act of preservation and cataloguing. In the name of [[Yyenwid Modsiw]], the Registrars (as they are known) perform missions of data gathering and organization, ranging from written texts, to spell captures, and even to metaphysical records of frozen time. It is held in popular belief that some of the artefacts under their care predate recorded [[🏺 history]] and mortal comprehension.

Their [[central physical archive|The Central Archive]] is located in the [[🔴 inner ring]], off the coast of [[⛰️ Yadri]], in an infinitely large `n`th dimensional pocket world.","20230516184800728","20220603151750306","#ff6464","[[⛪ religions]] [[The 214th Isotoxal Compact]] [[Yyenwid Modsiw]] [[Taqadum Period]] [[Hīkoi Period]]","text/x-markdown"
"The Hushed Partition","The primary worshipping body for [[Voquev Ovrionne]], God of Death. Made up of widely-spread churches throughout [[🌐 The Pantry]], though mainly clustered around [[💀 Reht]]. It is a member religion of [[The 214th Isotoxal Compact]].

Member sanctuaries of the Partition each house a reliquary; a physical scrap of the deity's body, preserved and duplicated. Though cellular growth and [[Flow Re-materialization]], the god's flesh is grown in [[Sainthood]]-blessed labs, then delivered to churches as needed.

This strange form of worship is believed by Ovrionne's followers to be a respectful and self-aware practice, literally confronting the common person with the mortality of even the [[😇 gods]].","20230504183215123","20220508234413131","#ff6464","[[The 214th Isotoxal Compact]] [[Voquev Ovrionne]] Soetanto [[⛪ religions]] [[Aetivima Period]] [[Taqadum Period]] [[Hīkoi Period]]","text/x-markdown"
"The Hyacinth House","A circle of at most 9 [[Celestial|Celestials]] druids, healing, working under contracts, mending shrines, and upholding the sway of nature in far off corners of the planes.

Having existed for at least 23 years, the organization was dissolved slowly over time due to internal conflict.

---

### <<list-links '[tag[The Hyacinth House]]'>>","20230502223744342","20220211154646445","#ff6464","[[🤝 organizations]] [[🔒 private]] [[Hīkoi Period]]","text/x-markdown"
"The Keepers of Countenance","A small (usually 3-5) council group of oath-sword [[Pontiffs and Prognosts|Sainthood]] that lead [[The Hinengaro Registry]]. Each member holds a single fragment/aspect of the face of [[Yyenwid Modsiw]] in their minds. Though the power would be too much for one individual to hold in entirely, it can be split in this between many bearers. The boons and fortune granted by these visages allow the council members to greatly aid the Registry's cause.

One adverse side effect caused by being a Keeper of Countenance is the unfortunate, slow, transformation of the face to more closely resemble that of Yyenwid Modsiw. The process can take anywhere between decades to centuries.
","20230504182623581","20220812185909024","#ff6464","[[Yyenwid Modsiw]] [[The Hinengaro Registry]] [[Hīkoi Period]] [[Taqadum Period]] [[🤝 organizations]]","text/x-markdown"
"The Lantern-Headed God","An enigmatic and nomadic [[Oleald]], and a symbol of solidarity for [[Sparce|⚫ The Sparce]] travellers with no central home. Though meetings with The Lantern-Headed God are rare, they are by no means unheard of. Accounts from all over the Sparce speak of a naked figure, sitting in the shadows of alleys, politely asking passers-by to remove the lantern from their head.

Upon removal, it is said the the remover is forever marked by the [[god|😇 gods]], and bound to end up in their servitude in eventuality. What this servitude entails, and the ethical questions it raises are purely speculative. Apostles of such a god are rarely seen even a few months after the event.","20230504180957918","20220706020009731","","[[😇 gods]] [[Yyenwid Chor'the]] Oleald Humanoids [[Hīkoi Period]] [[⚫ The Sparce]] [[🔒 private]] [[💀 Reht]]","text/x-markdown"
"The Linker","## **Physical description**
- **Stat block:** Scout (pg. 349)
- She/Her
- Jealousy [[Demon|Demons]]
- Young child
- Strait, upward facing horns
- Large '19' tattooed on her forehead

## **Voice description**
- Hardly ever speaks
- Very light [[Demon|Demons]] (Irish) accent

## **Character description**
- Responsible for connecting all the helms together for [[The Helm Interspace]]
- Wise for her age
- Almost always silent (never speaks unless spoken to)
- Watches everyone","20230428142516203","20220326225430796","","[[Crystal Ship NPCs]] Demons [[The Helm Interspace]] [[🔒 private]]","text/x-markdown"
"The Monk on The Winding Road","***[[Date: ~pc4,000|Passage Consideration]]***

The Monk was walking steadily down [[The Winding Road]], following its well-trodden footpaths, shortcuts, and deviations. The day was bright, and the cold in the air bit playfully against his skin. He had been walking through the night, though he was not tired. The Winding Road had a way of carrying one along, as if on some unseen current. Beside The Monk walked his spirit. His mental image, alike in both mannerism and in form. The two kept each other company, and often commented on the various things that they saw while walking. It was naught but a few hours after the sun had risen and The Monk was passing down the backside of a rolling mountain that he passed a group of merchants. As they approached, they nodded to The Monk. He in turn reciprocated, as did his spirit, though the merchants could not see it. The merchants stopped to ask The Monk directions, as they had been traveling for some time, and had yet to pass by a town or city in which to sell their goods. The Monk told them that he had passed a small mountain hamlet not two peaks back, and that if they hurried they might make it by nightfall, though one could never be certain when walking on The Winding Road. The merchants thanked The Monk, and gave him bread and oil, as was the custom. The monk nodded to them again, as did his spirit, and he carried onwards. The Monk ate the bread as he walked, and offered the oil to his spirit as a ceremonial gesture. His spirit politely declined. The Monk told his spirit how thankful he was to have been met with such kind folk. His spirit agreed, and mentioned how rare that was these days.

Sometime later, The Winding Road on which The Monk was walking diverged. The Monk stopped at the crossroads, unsure of which path to take. His spirit, contrarian in nature, wanted to take the right path which appeared to lead back up and along the mountain. The Monk however was hesitant. He thought that the left path, which appeared to lead down towards the valley, was the proper one. And so, The Monk and his spirit sat down on two rocks nestled beside the fork in the road, and contemplated. The Monk's spirit reminded him that The Winding Road was fickle, and that the left path that appeared to be proper might in fact lead them completely astray. The Monk agreed that yes, The Winding Road was fickle, however he mentioned that the fickler thing still would be if the proper-looking left road was in fact the proper one. At this, his spirit fell silent, thinking. They both mused for some time, and came to the eventual conclusion that their discussion could very easily become cyclical. They had been sitting, and talking, and grumbling for some time near the fork in the road when suddenly an old Aspen Ghost walked out from the brush. The Aspen Ghost came and sat next to The Monk's spirit, and struck up a conversation with it. The Monk himself could not understand a word of what The Aspen Ghost was saying, but his spirit appeared to be having a good conversation. After some time, The Monk's spirit told him that The Aspen Ghost knew which way to go, but would only tell them if he could be given a proper place to rest. The Monk stood then, nodding to The Aspen Ghost, and walked over to a small forest grove next to the fork in the road. He gently ripped aspen saplings and ferns from the ground, and returned to the fork in the road. He bundled the saplings and ferns together, and wedged the bundle into the top of a pile of stones. He lit the bundle ablaze, and stood back to admire his work. The Aspen Ghost clapped his hands, though of course no sound came out, and beamed at The Monk. The Monk's spirit informed The Monk that The Aspen Ghost was very satisfied with the resting place, and would show them the correct path. The Aspen Ghost sauntered off down the left path, beckoning The Monk and his spirit to follow. The Monk winked to his spirit, and followed down after The Aspen Ghost.

That evening, The Monk and his spirit had nearly reached the end of The Winding Road. They could see the glitter of the port town near the curving bay, and were both content. They swapped riddles and marched in time, happy to keep each other company. As the night fell, many of the region's fireflies filed in on either side of The Winding Road, following steadily behind The Monk and his spirit. The Monk greeted each firefly in turn, complimenting them on their fine legs and gossamer wings. The fireflies were greatful, and stuck around to keep the path well lit for The Monk. After all of the formalities had been completed, the tiniest firefly piped up to ask The Monk where he was going. The Monk smiled and told the tiniest firefly that he and his spirit had been traveling for three months along The Winding Road, hoping in time to reach his favourite noodle bar near the coast. The tiniest firefly was puzzled, and asked The Monk why on earth he had been traveling for so long just for a noodle bar. The Monk replied simply that the noodles were very good. The tiniest firefly still didn't understand, but kept silent. Just as The Monk was approaching the gates of the port town, and the fireflies had begun to flit back into the bushes and trees, the fattest firefly asked The Monk what he would do after he got his noodles. The Monk replied simply that he would return home. Then The Monk turned, and walked hand in hand with his spirit through the gate and down into the busy port town street.","20230605013949820","20220513012127065","","[[The Winding Road]] [[Hīkoi Period]] [[📜 myths and stories]]","text/x-markdown"
"The Mortar","The central hub for travel, trade, culture, and crime in [[🌐 The Pantry]]. 8 [[🚪 pestles]] lead from it to the other individual [[🌍 planes]].

A set of shattered worlds and small asteroid belts all densely orbiting a nearly-extinguished dwarf star. Minor portals and [[starship|🚀 starships]] lanes connect the crumbling rocks and half-planets that lie in the orbit of The Mortar.

---

### <<list-links '[tag[The Mortar]]'>>","20230502223744342","20211226162419039","#ffffff","[[🌍 planes]] [[🔴 inner ring]]","text/x-markdown"
"The Orkha","The ship captained by [[Bran Hegan]], one of the council members of [[The Sparcian Commonwealth]]. The [[party|Crystal Ship PCs]] was [[re-materialized|Flow Re-materialization]] there, during a heavy attack on the ship.","20230502223050933","20220512145041864","#ff9bff","Orca [[📍 locations]] [[🚀 starships]] [[🔒 private]]","text/x-markdown"
"The Planar Convoke","A high council comprised of representatives from each [[plane|🌍 planes]] created in an initiative to unify planar leadership and promote trade and cooperativeness. A beacon of hope for many living on the more dangerous planes, but a political tool for others, and for those living in [[⚫ The Sparce]]. A large organization, but by no means a police force or government. Acting more as an advisory board, with various political motivations and aid ventures.

Acting more as a widespread church than a secular political body, the Convoke is a common name in many planar households. For better or for worse, the organization is integrated in many systems of private and public life on solid ground.

The Convoke is primarily made up of: [[Celestials]], [[Demons]], [[Florafolk]], [[Humanoids]], [[Kromacvin]], and [[Zoofolk]].

---

### <<list-links '[tag[The Planar Convoke]]'>>","20230502223744343","20220111010853093","#ff6464","[[🤝 organizations]] [[Hīkoi Period]] [[❗ featured articles]]","text/x-markdown"
"The Plum Taxi Co.","Operating mostly on and around [[💀 Reht]] and [[🐐 Aaliat]], Plum Taxis are a common sight for short trips in their signature faded purple [[Seahorse]] tuk-tuks. Recently, the company was made public-owned, and is now under the jurisdiction of Reht. Plans have been made to establish offices on [[The Mortar]], [[🌱 Druxe]], and [[❤️ Yeima]].","20220604044341770","20220412221036146","","[[🏢 companies]] [[💀 Reht]] Soetanto Bhava [[Hīkoi Period]]","text/x-markdown"
"The ReMat Peoples' Front","A loose collection of united [[Re-materialized|Flow Re-materialization]] workers and squadron leaders from [[The Sparcian Commonwealth]]. Acting essentially as a union for Re-materialized individuals *(aka ReMats)* within the Commonwealth, they broker compensation deals, fight for rights, and promote culture.

The RMPF is lead by a council of 4 individuals, each from one of the 4 [[🗺️ provinces]].

However, with their sights set on liberation for all ReMat peoples from what they consider indentured servitude to the Commonwealth, the RMPF often collaborated with other social justice groups throughout The Sparce. While comparatively small and new, their reach is as wide as the Commonwealth's.

Under the table, they have been known to strike deals with organizations such as [[Regiment 7]] and even [[The Planar Convoke]].","20230502224822316","20220601233706013","#ff6464","[[🔒 private]] [[🤝 organizations]] Atolondrar [[Hīkoi Period]] [[The Sparcian Commonwealth]] [[❗ featured articles]]","text/x-markdown"
"The Remora Guild","A pan-[[Pantry|🌐 The Pantry]] board of advisors, economists, merchants, and accountants that help to independently manage the flow of [[🪨 Remora]] harvest and commerce. They operate in both [[The Planar Convoke]] and [[The Sparcian Commonwealth]] territories, and emphasize political neutrality in their affairs.

Their outposts are stationed at most major trade hubs, and oversee affairs such as price regulation, shipping inspection, and purity grading. The Guild does employ a select few investigative employees, which act as Remora-specific law enforcement.

The Guild is primarily made up of: [[Demons]], [[Florafolk]], and [[Kromacvin]].","20230502224720021","20220121011338341","#ff6464","[[🤝 organizations]] [[🪨 Remora]] [[Hīkoi Period]] [[Taqadum Period]] [[🏢 companies]] [[❗ featured articles]]","text/x-markdown"
"The Shell","An enormous, cast-off conch shell of some ancient [[Sparce beast|🐟 Sparce wildlife]] large enough for a city to reside within that migrates by the power of modified [[starship|🚀 starships]] technology. Due to its large size, its movement is very slow, and it makes full revolutions around [[The Mortar]] roughly every hundred years.

It's a common [[⚫ The Sparce]] shipping destination and near-orbit tourist destination for the [[🌍 planes]] that it passes. It is currently in position off the coast of [[🌱 Druxe]].","20230411182550199","20220626140811541","","[[⚫ The Sparce]] [[📍 locations]] [[🚀 starships]] [[🔴 inner ring]]","text/x-markdown"
"The Shore","The ancient name for the twisting bands and currents of [[🌌 The Flow]]. Along with the imprints of [[The Astral Walker]], it was one of the original building blocks of both [[godly|😇 gods]] and [[mortal|🧑 races]] life in [[🌐 The Pantry]].

During [[The Awakening of the Gods]] and the [[Pre-Oleald Eons]], The Shore 'solidified' into the geographical connotation that it has today, but was originally much more metaphysical.

---

### <<list-links '[tag[The Shore]]'>>","20230502223744344","20220801231005996","","[[The Awakening of the Gods]] [[Pre-Oleald Eons]] [[🔒 private]] [[The Astral Walker]] [[🌌 The Flow]]","text/x-markdown"
"The Sodality of Miasma","A medical-aid-through-infection organization and religion focused on growing its ranks at any feasible cost in worship of [[Yyenwid Sundhei]]. Often regarded with anger, fear, and begrudging respect due to their miraculous healing abilities by infecting their patients with pollen shavings from their matron and spiritual guide [[Their Grand Palpability Frubsh Ghomphera]].

However ambitious, the organization does uphold the autonomy of the individual, and will not infect those who do not consent.

Though neutral in essence, the cult is banned from nearly every plane and [[Sparce|⚫ The Sparce]] port (though this is rarely more than a deterrent). This has caused them to produce a massive propaganda campaign in the effort to stabilize their public image. Though eccentric, it appears to be working.","20230502230000869","20220602211114912","#ff6464","[[Yyenwid Sundhei]] [[⛪ religions]] [[Hīkoi Period]]","text/x-markdown"
"The Soetanto Trading Outpost","The main trading hub in all of [[Soetanto]], off the coast of [[💀 Reht]]. Its central temple and receiving bay are owned and operated by [[The Sparcian Commonwealth]], giving them a strong foothold in the area.

---

### <<list-links '[tag[The Soetanto Trading Outpost]]'>>","20230502223744344","20220215190917599","#ff9bff","[[📍 locations]] Soetanto [[🔴 inner ring]]","text/x-markdown"
